"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
466,"State House of Representatives - District 82 - Rep (Vote For 1)","Jenine Milum","REP",2382,100.00,0,0,1,1,"0","1449"
467,"State House of Representatives - District 82 - Dem (Vote For 1)","Mary Margaret Oliver (I)","DEM",7636,100.00,0,0,1,1,"0","789"
468,"State House of Representatives - District 83 - Rep (Vote For 1)","Catherine Bernard","REP",2427,100.00,0,0,1,1,"0","1016"
469,"State House of Representatives - District 83 - Dem (Vote For 1)","Karen Lupton","DEM",2860,100.00,0,0,1,1,"0","415"
470,"State House of Representatives - District 84 - Dem (Vote For 1)","Omari Crawford","DEM",9493,81.63,0,0,1,1,"0","1250"
471,"State House of Representatives - District 84 - Dem (Vote For 1)","Maurice Raeford","DEM",2137,18.37,0,0,1,1,"0","1250"
472,"State House of Representatives - District 85 - Dem (Vote For 1)","Karla Drenner (I)","DEM",4746,73.86,0,0,1,1,"0","583"
473,"State House of Representatives - District 85 - Dem (Vote For 1)","Joscelyn C. O'Neil","DEM",1680,26.14,0,0,1,1,"0","583"
474,"State House of Representatives - District 86 - Rep (Vote For 1)","Lisa Y. Kinnemore","REP",632,100.00,0,0,1,1,"0","287"
475,"State House of Representatives - District 86 - Dem (Vote For 1)","Jacqueline Adams","DEM",2904,45.42,0,0,1,1,"0","579"
476,"State House of Representatives - District 86 - Dem (Vote For 1)","Imani Barnes","DEM",3094,48.40,0,0,1,1,"0","579"
477,"State House of Representatives - District 86 - Dem (Vote For 1)","Marvis McDaniel Ivey","DEM",395,6.18,0,0,1,1,"0","579"
478,"State House of Representatives - District 87 - Dem (Vote For 1)","Viola Davis (I)","DEM",6739,100.00,0,0,1,1,"0","519"
479,"State House of Representatives - District 88 - Rep (Vote For 1)","William Park Freeman","REP",1563,100.00,0,0,2,2,"0","610"
480,"State House of Representatives - District 88 - Dem (Vote For 1)","Billy Mitchell (I)","DEM",4576,64.75,0,0,2,2,"0","335"
481,"State House of Representatives - District 88 - Dem (Vote For 1)","Gabrielle Rogers","DEM",2491,35.25,0,0,2,2,"0","335"
482,"State House of Representatives - District 89 - Rep (Vote For 1)","Rick Sheppard","REP",991,100.00,0,0,1,1,"0","662"
483,"State House of Representatives - District 89 - Dem (Vote For 1)","Becky Evans (I)","DEM",10065,100.00,0,0,1,1,"0","1082"
484,"State House of Representatives - District 90 - Rep (Vote For 1)","Jodi Diodati","REP",666,100.00,0,0,1,1,"0","436"
485,"State House of Representatives - District 90 - Dem (Vote For 1)","Saira Draper","DEM",4788,42.56,0,0,1,1,"0","1116"
486,"State House of Representatives - District 90 - Dem (Vote For 1)","Peter Hubbard","DEM",659,5.86,0,0,1,1,"0","1116"
487,"State House of Representatives - District 90 - Dem (Vote For 1)","Bentley Hudgins","DEM",1627,14.46,0,0,1,1,"0","1116"
488,"State House of Representatives - District 90 - Dem (Vote For 1)","Stewart Parnacott","DEM",298,2.65,0,0,1,1,"0","1116"
489,"State House of Representatives - District 90 - Dem (Vote For 1)","Michelle Schreiner","DEM",3877,34.47,0,0,1,1,"0","1116"
490,"State House of Representatives - District 91 - Dem (Vote For 1)","Angela Moore (I)","DEM",8255,89.73,0,0,3,3,"0","178"
491,"State House of Representatives - District 91 - Dem (Vote For 1)","Greg Shealey","DEM",945,10.27,0,0,3,3,"0","178"
492,"State House of Representatives - District 92 - Dem (Vote For 1)","Demoine Kinney","DEM",1285,15.79,0,0,2,2,"0","152"
493,"State House of Representatives - District 92 - Dem (Vote For 1)","Rhonda S. Taylor (I)","DEM",6853,84.21,0,0,2,2,"0","152"
494,"State House of Representatives - District 93 - Dem (Vote For 1)","Doreen Carter (I)","DEM",4192,77.63,0,0,3,3,"0","45"
495,"State House of Representatives - District 93 - Dem (Vote For 1)","Laklieshia Izzard","DEM",1208,22.37,0,0,3,3,"0","45"
496,"State House of Representatives - District 94 - Dem (Vote For 1)","Karen Bennett (I)","DEM",7617,100.00,0,0,2,2,"0","421"
497,"State House of Representatives - District 95 - Rep (Vote For 1)","Dexter Dawston","REP",2126,100.00,0,0,3,3,"0","49"
498,"State House of Representatives - District 95 - Dem (Vote For 1)","Dar'Shun Kendrick (I)","DEM",7272,100.00,0,0,3,3,"0","187"
499,"State House of Representatives - District 96/ Para Representante Estatal ante la Asamblea Distrito 96 - Rep (Vote For 1)","Daelen Lowry","REP",1535,100.00,0,0,1,1,"0","467"
500,"State House of Representatives - District 96/ Para Representante Estatal ante la Asamblea Distrito 96 - Dem (Vote For 1)","Pedro """"Pete"""" Marin (I)","DEM",2049,100.00,0,0,1,1,"0","241"
501,"State House of Representatives - District 97/ Para Representante Estatal ante la Asamblea Distrito 97 - Rep (Vote For 1)","John Chan","REP",3305,100.00,0,0,1,1,"0","963"
502,"State House of Representatives - District 97/ Para Representante Estatal ante la Asamblea Distrito 97 - Dem (Vote For 1)","Ruwa Romman","DEM",2168,57.72,0,0,1,1,"0","291"
503,"State House of Representatives - District 97/ Para Representante Estatal ante la Asamblea Distrito 97 - Dem (Vote For 1)","Jt Wu","DEM",1588,42.28,0,0,1,1,"0","291"
504,"State House of Representatives - District 98/ Para Representante Estatal ante la Asamblea Distrito 98 - Dem (Vote For 1)","Marvin Lim (I)","DEM",1714,100.00,0,0,1,1,"0","160"
505,"State House of Representatives - District 99/ Para Representante Estatal ante la Asamblea Distrito 99 - Rep (Vote For 1)","Matt Reeves","REP",4755,100.00,0,0,1,1,"0","975"
506,"State House of Representatives - District 99/ Para Representante Estatal ante la Asamblea Distrito 99 - Dem (Vote For 1)","Om Duggal","DEM",2840,100.00,0,0,1,1,"0","440"
507,"REP - State House Dist 100 (Vote For 1)","David Clark (I)","REP",4283,59.25,0,0,3,3,"0","207"
508,"REP - State House Dist 100 (Vote For 1)","Bonnie Rich (I)","REP",2946,40.75,0,0,3,3,"0","207"
509,"DEM - State House Dist 100 (Vote For 1)","Louisa Shell Jackson","DEM",1988,100.00,0,0,3,3,"0","63"
510,"State House of Representatives - District 101/Para Representante Estatal ante la Asamblea Distrito 101 - Rep (Vote For 1)","Zach Procter","REP",4023,100.00,0,0,1,1,"0","850"
511,"State House of Representatives - District 101/ Para Representante Estatal ante la Asamblea Distrito 101 - Dem (Vote For 1)","Gregg Kennard (I)","DEM",3259,100.00,0,0,1,1,"0","399"
512,"State House of Representatives - District 102/ Para Representante Estatal ante la Asamblea Distrito 102 - Rep (Vote For 1)","Wesley S. Harding","REP",2632,100.00,0,0,1,1,"0","501"
513,"State House of Representatives - District 102/ Para Representante Estatal ante la Asamblea Distrito 102 - Dem (Vote For 1)","Gabe Okoye","DEM",3854,100.00,0,0,1,1,"0","382"
514,"State House of Representatives - District 103/ Para Representante Estatal ante la Asamblea Distrito 103 - Rep (Vote For 1)","Soo Hong","REP",5590,100.00,0,0,2,2,"0","866"
515,"State House of Representatives - District 103/ Para Representante Estatal ante la Asamblea Distrito 103 - Dem (Vote For 1)","Ernie Anaya","DEM",2425,100.00,0,0,2,2,"0","297"
516,"State House of Representatives - District 104 - Rep (Vote For 1)","Chuck Efstration (I)","REP",6290,100.00,0,0,2,2,"0","346"
517,"State House of Representatives - District 104 - Dem (Vote For 1)","Patrick J. Reinert","DEM",1962,100.00,0,0,2,2,"0","68"
518,"State House of Representatives - District 105/ Para Representante Estatal ante la Asamblea Distrito 105 - Rep (Vote For 1)","Arefeen Chowdhury","REP",4040,100.00,0,0,1,1,"0","983"
519,"State House of Representatives - District 105/ Para Representante Estatal ante la Asamblea Distrito 105 - Dem (Vote For 1)","Farooq Mughal","DEM",3415,100.00,0,0,1,1,"0","410"
520,"State House of Representatives - District 106/ Para Representante Estatal ante la Asamblea Distrito 106 - Rep (Vote For 1)","Preston A. Wren","REP",4618,100.00,0,0,1,1,"0","1027"
521,"State House of Representatives - District 106/ Para Representante Estatal ante la Asamblea Distrito 106 - Dem (Vote For 1)","Shelly Hutchinson (I)","DEM",3016,58.59,0,0,1,1,"0","302"
522,"State House of Representatives - District 106/ Para Representante Estatal ante la Asamblea Distrito 106 - Dem (Vote For 1)","Rebecca Mitchell (I)","DEM",2132,41.41,0,0,1,1,"0","302"
523,"State House of Representatives - District 107/ Para Representante Estatal ante la Asamblea Distrito 107 - Rep (Vote For 1)","Hai Cao","REP",1817,100.00,0,0,1,1,"0","526"
524,"State House of Representatives - District 107/ Para Representante Estatal ante la Asamblea Distrito 107 - Dem (Vote For 1)","Sam Park (I)","DEM",3015,100.00,0,0,1,1,"0","329"
525,"State House of Representatives - District 108/ Para Representante Estatal ante la Asamblea Distrito 108 - Rep (Vote For 1)","Johnny Crist","REP",5474,100.00,0,0,1,1,"0","987"
526,"State House of Representatives - District 108/ Para Representante Estatal ante la Asamblea Distrito 108 - Dem (Vote For 1)","Jasmine Clark (I)","DEM",4163,100.00,0,0,1,1,"0","343"
527,"State House of Representatives - District 109/ Para Representante Estatal ante la Asamblea Distrito 109 - Dem (Vote For 1)","Dewey L. McClain (I)","DEM",2479,100.00,0,0,1,1,"0","296"
528,"State House of Representatives - District 110/ Para Representante Estatal ante la Asamblea Distrito 110 - Rep (Vote For 1)","Charles Lollar","REP",0,0.00,0,0,1,1,"0","4541"
529,"State House of Representatives - District 110/ Para Representante Estatal ante la Asamblea Distrito 110 - Dem (Vote For 1)","Segun Adeyina","DEM",5541,100.00,0,0,1,1,"0","654"
530,"State House of Representatives - District 111/ Para Representante Estatal ante la Asamblea Distrito 111 - Rep (Vote For 1)","Reynaldo """"Rey"""" Martinez","REP",7483,100.00,0,0,2,2,"0","379"
531,"State House of Representatives - District 111/ Para Representante Estatal ante la Asamblea Distrito 111 - Dem (Vote For 1)","Ryan Cox","DEM",2491,100.00,0,0,2,2,"0","159"
532,"State House of Representatives - District 112 - Rep (Vote For 1)","Bruce Williamson (I)","REP",10840,100.00,0,0,1,1,"0","1157"
533,"State House of Representatives - District 112 - Dem (Vote For 1)","Debbie Reed","DEM",1504,100.00,0,0,1,1,"0","231"
534,"State House of Representatives - District 113 - Dem (Vote For 1)","Billie Boyd-Cox","DEM",1555,26.18,0,0,1,1,"0","228"
535,"State House of Representatives - District 113 - Dem (Vote For 1)","Sharon Henderson (I)","DEM",4384,73.82,0,0,1,1,"0","228"
536,"State House of Representatives - District 114 - Rep (Vote For 1)","Tim Fleming","REP",6778,64.74,0,0,3,3,"0","37"
537,"State House of Representatives - District 114 - Rep (Vote For 1)","Wendell D. McNeal","REP",3691,35.26,0,0,3,3,"0","37"
538,"State House of Representatives - District 114 - Dem (Vote For 1)","Malcolm Adams","DEM",2445,100.00,0,0,3,3,"0","6"
539,"State House of Representatives - District 115 - Dem (Vote For 1)","Regina Lewis-Ward (I)","DEM",5270,100.00,0,0,1,1,"0","445"
540,"REP - State House Dist 116 (Vote For 1)","Bruce Bennington","REP",2726,100.00,0,0,2,2,"0","18"
541,"DEM - State House Dist 116 (Vote For 1)","El-Mahdi Holly (I)","DEM",6416,100.00,0,0,2,2,"0","25"
542,"State House of Representatives - District 117 - Rep (Vote For 1)","Clayton Carte","REP",1264,17.45,0,0,2,2,"0","565"
543,"State House of Representatives - District 117 - Rep (Vote For 1)","Lester D. Clark","REP",1004,13.86,0,0,2,2,"0","565"
544,"State House of Representatives - District 117 - Rep (Vote For 1)","Lauren Daniel","REP",2854,39.40,0,0,2,2,"0","565"
545,"State House of Representatives - District 117 - Rep (Vote For 1)","Noelle Kahaian","REP",2121,29.28,0,0,2,2,"0","565"
546,"State House of Representatives - District 117 - Dem (Vote For 1)","Mya Speller Cullins","DEM",2153,45.41,0,0,2,2,"0","294"
547,"State House of Representatives - District 117 - Dem (Vote For 1)","Demetrius Rucker","DEM",2588,54.59,0,0,2,2,"0","294"
548,"State House of Representatives - District 118 - Rep (Vote For 1)","Clint Crowe (I)","REP",9259,100.00,0,0,4,4,"0","427"
549,"State House of Representatives - District 118 - Dem (Vote For 1)","Sharonda Bell","DEM",2266,100.00,0,0,4,4,"0","146"
550,"State House of Representatives - District 119 - Rep (Vote For 1)","Danny Rampey","REP",6543,82.74,0,0,2,2,"0","746"
551,"State House of Representatives - District 119 - Rep (Vote For 1)","Marcus Ray","REP",1365,17.26,0,0,2,2,"0","746"
552,"State House of Representatives - District 120 - Rep (Vote For 1)","Houston Gaines (I)","REP",8362,100.00,0,0,4,4,"0","58"
553,"State House of Representatives - District 120 - Dem (Vote For 1)","Mokah Jasmine Johnson","DEM",3634,100.00,0,0,4,4,"0","18"
554,"State House of Representatives - District 121 - Rep (Vote For 1)","Marcus A Wiedower (I)","REP",8970,100.00,0,0,2,2,"0","441"
555,"State House of Representatives - District 121 - Dem (Vote For 1)","Jeff Auerbach","DEM",3082,100.00,0,0,2,2,"0","420"
556,"State House of Representatives - District 122 - Dem (Vote For 1)","Spencer Frye (I)","DEM",4415,100.00,0,0,1,1,"0","606"
557,"State House of Representatives - District 123 - Rep (Vote For 1)","Rob Leverett (I)","REP",9721,100.00,0,0,5,5,"0","59"
558,"State House of Representatives - District 124 - Rep (Vote For 1)","Trey Rhodes (I)","REP",10340,100.00,0,0,5,5,"0","252"
559,"State House of Representatives - District 124 - Dem (Vote For 1)","Kat Howkins","DEM",3320,100.00,0,0,5,5,"0","250"
560,"State House of Representatives - District 125 - Rep (Vote For 1)","Barry Fleming (I)","REP",7476,100.00,0,0,2,2,"0","738"
561,"State House of Representatives - District 126 - Rep (Vote For 1)","William C. Harris","REP",4070,100.00,0,0,3,3,"0","414"
562,"State House of Representatives - District 126 - Dem (Vote For 1)","Gloria Frazier (I)","DEM",6352,100.00,0,0,3,3,"0","217"
563,"State House of Representatives - District 127 - Rep (Vote For 1)","Mark Newton (I)","REP",9019,100.00,0,0,2,2,"0","750"
564,"State House - District 128 - Dem (Vote For 1)","Mack Jackson (I)","DEM",5607,100.00,0,0,6,6,"0","80"
565,"State House of Representatives - District 129 - Dem (Vote For 1)","Henry """"Wayne"""" Howard (I)","DEM",4741,100.00,0,0,1,1,"0","453"
566,"State House of Representatives - District 130 - Rep (Vote For 1)","Dan Swenson","REP",2564,100.00,0,0,1,1,"0","602"
567,"State House of Representatives - District 130 - Dem (Vote For 1)","Lynn Gladney","DEM",5354,100.00,0,0,1,1,"0","949"
568,"State House of Representatives - District 131 - Rep (Vote For 1)","Jodi Lott (I)","REP",8501,100.00,0,0,1,1,"0","958"
569,"State House of Representatives - District 132 - Dem (Vote For 1)","Traci """"Acree"""" George","DEM",2624,42.39,0,0,2,2,"0","251"
570,"State House of Representatives - District 132 - Dem (Vote For 1)","Brian L. Prince (I)","DEM",3566,57.61,0,0,2,2,"0","251"
571,"State House - District 133 - Rep (Vote For 1)","Kenneth Vance","REP",5981,100.00,0,0,2,2,"0","519"
572,"State House - District 133 - Dem (Vote For 1)","Hoganne Harrison Walton","DEM",3508,100.00,0,0,2,2,"0","369"
573,"State House of Representatives - District 134 - Rep (Vote For 1)","David Knight (I)","REP",7285,100.00,0,0,3,3,"0","110"
574,"State House of Representatives - District 134 - Dem (Vote For 1)","Anthony Dickson","DEM",2283,100.00,0,0,3,3,"0","28"
575,"State House of Representatives - District 135 - Rep (Vote For 1)","Dan Brue","REP",2138,20.34,0,0,3,3,"0","113"
576,"State House of Representatives - District 135 - Rep (Vote For 1)","Beth Camp (I)","REP",8372,79.66,0,0,3,3,"0","113"
577,"REP - State House Dist 136 (Vote For 1)","David Jenkins (I)","REP",6617,73.92,0,0,3,3,"0","404"
578,"REP - State House Dist 136 (Vote For 1)","Kenneth Murphy","REP",2335,26.08,0,0,3,3,"0","404"
579,"State House of Representatives - District 137 - Rep (Vote For 1)","Justin Rickett","REP",3956,100.00,0,0,4,4,"0","157"
580,"State House of Representatives - District 137 - Dem (Vote For 1)","Debbie G. Buckner (I)","DEM",5548,100.00,0,0,4,4,"0","53"
581,"REP - State House Dist 138 (Vote For 1)","Vance Smith, Jr. (I)","REP",9808,100.00,0,0,3,3,"0","437"
582,"REP - State House Dist 139 (Vote For 1)","Richard H. Smith (I)","REP",7096,100.00,0,0,2,2,"0","260"
583,"DEM - State House Dist 140 (Vote For 1)","Zeph Baker","DEM",1586,41.15,0,0,1,1,"0","132"
584,"DEM - State House Dist 140 (Vote For 1)","Tremaine Teddy Reese","DEM",2268,58.85,0,0,1,1,"0","132"
585,"DEM - State House Dist 141 (Vote For 1)","Carolyn Hugley (I)","DEM",5764,100.00,0,0,1,1,"0","298"
586,"State House of Representatives - District 142 - Dem (Vote For 1)","Miriam Paris (I)","DEM",5449,100.00,0,0,1,1,"0","655"
587,"State House of Representatives - District 143 - Dem (Vote For 1)","James Beverly (I)","DEM",5555,100.00,0,0,1,1,"0","557"
588,"State House of Representatives - District 144 - Rep (Vote For 1)","Jayson Stonne","REP",1569,15.70,0,0,3,3,"0","281"
589,"State House of Representatives - District 144 - Rep (Vote For 1)","Dale Washburn (I)","REP",8425,84.30,0,0,3,3,"0","281"
590,"State House of Representatives - District 144 - Dem (Vote For 1)","Nettie B. Conner","DEM",3452,100.00,0,0,3,3,"0","349"
591,"State House of Representatives - District 145 - Rep (Vote For 1)","Robert Dickey (I)","REP",6340,100.00,0,0,5,5,"0","127"
592,"State House of Representatives - District 146 - Rep (Vote For 1)","Shaw Blackmon (I)","REP",7477,100.00,0,0,1,1,"0","788"
593,"State House of Representatives - District 146 - Dem (Vote For 1)","Courtney L. Driver","DEM",3149,100.00,0,0,1,1,"0","527"
594,"State House of Representatives - District 147 - Rep (Vote For 1)","Bethany Ballard","REP",5078,100.00,0,0,1,1,"0","913"
595,"State House of Representatives - District 147 - Dem (Vote For 1)","Ariel Phillips","DEM",3078,100.00,0,0,1,1,"0","520"
596,"State House of Representatives - District 148 - Rep (Vote For 1)","Noel Williams, Jr. (I)","REP",7737,100.00,0,0,5,5,"0","49"
597,"State House of Representatives - District 149 - Rep (Vote For 1)","Danny Mathis (I)","REP",5416,56.55,0,0,5,5,"0","39"
598,"State House of Representatives - District 149 - Rep (Vote For 1)","Robert Pruitt (I)","REP",4162,43.45,0,0,5,5,"0","39"
599,"State House of Representatives - District 150 - Dem (Vote For 1)","Patty Bentley (I)","DEM",4142,100.00,0,0,5,5,"0","148"
600,"REP - State House Dist 151 (Vote For 1)","Mike Cheokas (I)","REP",5536,100.00,0,0,8,8,"0","76"
601,"DEM - State House Dist 151 (Vote For 1)","Joyce Barlow","DEM",3816,100.00,0,0,8,8,"0","72"
602,"State House of Representatives - District 152 - Rep (Vote For 1)","Bill Yearta (I)","REP",8406,100.00,0,0,3,3,"0","73"
603,"State House of Representatives - District 153 - Rep (Vote For 1)","Tracy Taylor","REP",2307,100.00,0,0,1,1,"0","520"
604,"State House of Representatives - District 153 - Dem (Vote For 1)","David Sampson","DEM",4048,75.48,0,0,1,1,"0","765"
605,"State House of Representatives - District 153 - Dem (Vote For 1)","Al Wynn","DEM",1315,24.52,0,0,1,1,"0","765"
606,"State House of Representatives - District 154 - Rep (Vote For 1)","Gerald E. Greene (I)","REP",5718,100.00,0,0,9,9,"0","127"
607,"State House of Representatives - District 154 - Dem (Vote For 1)","John Hayes","DEM",4633,100.00,0,0,9,9,"0","72"
608,"State House of Representatives - District 155 - Rep (Vote For 1)","Matt Hatchett (I)","REP",8018,100.00,0,0,2,2,"0","239"
609,"State House of Representatives - District 156 - Rep (Vote For 1)","Leesa Hagan (I)","REP",6749,100.00,0,0,6,6,"0","148"
610,"State House of Representatives - District 156 - Dem (Vote For 1)","Lethia J. Kittrell","DEM",1738,100.00,0,0,6,6,"0","81"
611,"State House - District 157 - Rep (Vote For 1)","William """"Bill"""" Werkheiser (I)","REP",7272,100.00,0,0,4,4,"0","495"
612,"State House - District 158 - Rep (Vote For 1)","Butch Parrish (I)","REP",7039,100.00,0,0,4,4,"0","255"
613,"State House - District 158 - Dem (Vote For 1)","Madeline Ryan Smith","DEM",1712,100.00,0,0,4,4,"0","197"
614,"State House - District 159 - Rep (Vote For 1)","Jon G. Burns (I)","REP",7951,100.00,0,0,3,3,"0","185"
615,"State House of Representatives - District 160 - Rep (Vote For 1)","Lehman Franklin","REP",5881,100.00,0,0,2,2,"0","237"
616,"State House of Representatives - District 161 - Rep (Vote For 1)","Bill Hitchens (I)","REP",5147,100.00,0,0,2,2,"0","195"
617,"State House of Representatives - District 161 - Dem (Vote For 1)","Margo Barbee","DEM",2525,100.00,0,0,2,2,"0","230"
618,"State House of Representatives - District 162 - Dem (Vote For 1)","Carl Wayne Gilliard (I)","DEM",4620,88.47,0,0,1,1,"0","267"
619,"State House of Representatives - District 162 - Dem (Vote For 1)","Fredrick Praylo","DEM",602,11.53,0,0,1,1,"0","267"
620,"State House of Representatives - District 163 - Dem (Vote For 1)","Weslyn """"Mahogany"""" Bowers","DEM",2546,38.77,0,0,1,1,"0","548"
621,"State House of Representatives - District 163 - Dem (Vote For 1)","Anne Allen Westbrook","DEM",4021,61.23,0,0,1,1,"0","548"
622,"State House of Representatives - District 164 - Rep (Vote For 1)","Chasity Pawvlik","REP",659,11.20,0,0,2,2,"0","170"
623,"State House of Representatives - District 164 - Rep (Vote For 1)","Ron Stephens (I)","REP",5224,88.80,0,0,2,2,"0","170"
624,"State House of Representatives - District 164 - Dem (Vote For 1)","Marcus Thompson","DEM",3168,100.00,0,0,2,2,"0","100"
625,"State House of Representatives - District 165 - Dem (Vote For 1)","Edna Jackson (I)","DEM",6809,100.00,0,0,1,1,"0","468"
626,"State House of Representatives - District 166 - Rep (Vote For 1)","Jesse Petrea (I)","REP",12313,100.00,0,0,2,2,"0","289"
627,"State House of Representatives - District 167 - Rep (Vote For 1)","Buddy Deloach (I)","REP",7165,100.00,0,0,5,5,"0","366"
628,"State House - District 168 - Dem (Vote For 1)","Micah Smith","DEM",882,18.13,0,0,1,1,"0","138"
629,"State House - District 168 - Dem (Vote For 1)","Al Williams (I)","DEM",3983,81.87,0,0,1,1,"0","138"
630,"State House of Representatives - District 169 - Rep (Vote For 1)","Clay Pirkle (I)","REP",6680,100.00,0,0,4,4,"0","563"
631,"State House of Representatives - District 169 - Dem (Vote For 1)","Mickey Brockington","DEM",1630,100.00,0,0,4,4,"0","265"
632,"State House of Representatives - District 170 - Rep (Vote For 1)","Penny Houston (I)","REP",7107,100.00,0,0,3,3,"0","294"
633,"State House of Representatives - District 171 - Rep (Vote For 1)","Joe Campbell (I)","REP",6357,100.00,0,0,3,3,"0","402"
634,"State House of Representatives - District 172 - Rep (Vote For 1)","Sam Watson (I)","REP",6956,100.00,0,0,3,3,"0","561"
635,"State House of Representatives - District 173 - Rep (Vote For 1)","Darlene Taylor (I)","REP",1730,100.00,0,0,1,1,"0","196"
636,"State House of Representatives - District 173 - Dem (Vote For 1)","Keith L. Jenkins Sr","DEM",650,100.00,0,0,1,1,"0","234"
637,"State House of Representatives - District 174 - Rep (Vote For 1)","John L. Corbett (I)","REP",7235,100.00,0,0,6,6,"0","599"
638,"State House of Representatives - District 175 - Rep (Vote For 1)","Bill Blanchard","REP",1462,18.65,0,0,2,2,"0","61"
639,"State House of Representatives - District 175 - Rep (Vote For 1)","John Lahood (I)","REP",6379,81.35,0,0,2,2,"0","61"
640,"State House of Representatives - District 176 - Rep (Vote For 1)","James Burchett (I)","REP",6413,100.00,0,0,5,5,"0","190"
641,"State House of Representatives - District 177 - Dem (Vote For 1)","Dexter L. Sharper (I)","DEM",3023,100.00,0,0,1,1,"0","268"
642,"State House - District 178 - Rep (Vote For 1)","Cason Carbaugh","REP",2325,20.97,0,0,4,4,"0","121"
643,"State House - District 178 - Rep (Vote For 1)","Steven Meeks (I)","REP",8760,79.03,0,0,4,4,"0","121"
644,"State House of Representatives - District 179 - Rep (Vote For 1)","Bob Duncan","REP",3022,35.26,0,0,1,1,"0","732"
645,"State House of Representatives - District 179 - Rep (Vote For 1)","John C. Killgallon","REP",2150,25.09,0,0,1,1,"0","732"
646,"State House of Representatives - District 179 - Rep (Vote For 1)","Rick Townsend","REP",3398,39.65,0,0,1,1,"0","732"
647,"State House of Representatives - District 180 - Rep (Vote For 1)","Steven Sainz (I)","REP",4903,66.88,0,0,2,2,"0","283"
648,"State House of Representatives - District 180 - Rep (Vote For 1)","Cody Smith","REP",2428,33.12,0,0,2,2,"0","283"
649,"District Attorney - Alapaha Judicial Circuit - Rep (Vote For 1)","Matt Bennett","REP",4107,47.59,0,0,5,5,"0","61"
650,"District Attorney - Alapaha Judicial Circuit - Rep (Vote For 1)","Chase Studstill (I)","REP",4523,52.41,0,0,5,5,"0","61"
651,"District Attorney -  Atlantic Judicial Circuit - Rep (Vote For 1)","Billy Joe Nelson, Jr.","REP",14999,100.00,0,0,6,6,"0","989"
652,"REP - District Attorney - Cherokee Judicial Circuit (Vote For 1)","Samir J. Patel (I)","REP",21591,100.00,0,0,2,2,"0","2197"
653,"District Attorney - Columbia Judicial Circuit - Rep (Vote For 1)","Bobby L. Christine (I)","REP",21708,100.00,0,0,1,1,"0","2352"
654,"State Court Judge (Vote For 1)","Alan Jordan (I)","",50728,100.00,0,0,1,1,"0","9966"
655,"District Attorney - Cordele Judicial Circuit - Rep (Vote For 1)","Bradford L. Rigby (I)","REP",6143,100.00,0,0,4,4,"0","200"
656,"REP - District Attorney Enotah Judicial Circuit (Vote For 1)","Jeff Langley (I)","REP",20447,100.00,0,0,4,4,"0","969"
657,"DEM - County Board of Education Dist 5 (Vote For 1)","Sean Jackson","DEM",1392,100.00,0,0,1,1,"0","191"
658,"REP - District Attorney Northeastern Judicial Circuit (Vote For 1)","Lee Darragh (I)","REP",34541,100.00,0,0,2,2,"0","971"
659,"District Attorney - Pataula Judicial Circuit - Rep (Vote For 1)","Vic McNease (I)","REP",5438,100.00,0,0,7,7,"0","40"
660,"REP - District Attorney - Paulding Judicial Circuit (Vote For 1)","Matthew W. Rollins (I)","REP",19388,100.00,0,0,1,1,"0","2721"
661,"District Attorney - Rockdale Judicial Circuit - Dem (Vote For 1)","Alisha Adams Johnson (I)","DEM",10540,100.00,0,0,1,1,"0","791"
662,"District Attorney - Waycross Judicial Circuit - Rep (Vote For 1)","Marilyn Bennett","REP",14050,76.93,0,0,6,6,"0","241"
663,"District Attorney - Waycross Judicial Circuit - Rep (Vote For 1)","Ian Sansot","REP",4213,23.07,0,0,6,6,"0","241"
664,"Justice - Supreme Court of Georgia (Colvin) (Vote For 1)","Veronica Brinson","",541628,31.68,0,0,158,158,"0","713"
665,"Justice - Supreme Court of Georgia (Colvin) (Vote For 1)","Verda M. Colvin (I)","",1168175,68.32,0,0,158,158,"0","713"
666,"Justice - Supreme Court of Georgia (Lagura) (Vote For 1)","Shawn Ellen LaGrua (I)","",1623542,100.00,0,0,158,158,"0","961"
667,"Justice - Supreme Court of Georgia (McMillian) (Vote For 1)","Carla McMillian (I)","",1626408,100.00,0,0,158,158,"0","955"
668,"Judge - Court of Appeals of Georgia (Barnes) (Vote For 1)","Anne Elizabeth Barnes (I)","",1626523,100.00,0,0,158,158,"0","968"
669,"Judge - Court of Appeals of Georgia (McFadden) (Vote For 1)","Chris McFadden (I)","",1620325,100.00,0,0,158,158,"0","997"
670,"Judge - Court of Appeals of Georgia (Pipkin) (Vote For 1)","Trea Pipkin (I)","",1606449,100.00,0,0,158,158,"0","1020"
671,"Judge - Superior Court - Alapaha Judicial Circuit (Vote For 1)","Mickey Johnson","",3220,31.26,0,0,5,5,"0","117"
672,"Judge - Superior Court - Alapaha Judicial Circuit (Vote For 1)","Dick Perryman (I)","",7082,68.74,0,0,5,5,"0","117"
673,"Judge - Superior Court - Alcovy Judicial Circuit (McCamy) (Vote For 1)","Cheveda D. McCamy (I)","",35933,100.00,0,0,2,2,"0","2900"
674,"Judge - Superior Court - Alcovy Judicial Circuit (Zon) (Vote For 1)","Layla H. Zon (I)","",36172,100.00,0,0,2,2,"0","2686"
